location,age,education,word
Russia,41,dog Owner,the
Russia,41,dog Owner,dog
Russia,41,dog Owner,well
Russia,22,dog Owner,Anyway
Russia,22,dog Owner,she
Russia,22,dog Owner,knows
Russia,22,dog Owner,what
Russia,22,dog Owner,makes
Russia,22,dog Owner,receives
Russia,22,dog Owner,discharge
Russia,22,dog Owner,and
Russia,22,dog Owner,does
Russia,22,dog Owner,not
Russia,22,dog Owner,want
Russia,22,dog Owner,to
Russia,22,dog Owner,continue
Russia,22,dog Owner,their
Russia,22,dog Owner,own
Russia,22,dog Owner,digging
Russia,22,dog Owner,not
Russia,22,dog Owner,even
Russia,22,dog Owner,looking
Russia,22,dog Owner,away
Russia,22,dog Owner,toys
Russia,59,For a basic understanding of the behavior of dogs online courses reading of literature,Just
Russia,59,For a basic understanding of the behavior of dogs online courses reading of literature,excited
Russia,20,For a basic understanding of the behavior of dogs online courses reading of literature,because
Russia,20,For a basic understanding of the behavior of dogs online courses reading of literature,emotions
Russia,20,For a basic understanding of the behavior of dogs online courses reading of literature,are
Russia,20,For a basic understanding of the behavior of dogs online courses reading of literature,going
Russia,20,For a basic understanding of the behavior of dogs online courses reading of literature,wild
Belarus,42,dog Owner,Because
Belarus,42,dog Owner,the
Belarus,42,dog Owner,dog
Belarus,42,dog Owner,psyche
Russia,34,dog Owner,The
Russia,34,dog Owner,dog
Russia,34,dog Owner,appears
Russia,34,dog Owner,to
Russia,34,dog Owner,be
Russia,34,dog Owner,depressed
Russia,34,dog Owner,by
Russia,34,dog Owner,the
Russia,34,dog Owner,fact
Russia,34,dog Owner,that
Russia,34,dog Owner,he
Russia,34,dog Owner,could
Russia,34,dog Owner,not
Russia,34,dog Owner,catch
Russia,34,dog Owner,prey
Belarus,26,For a basic understanding of the behavior of dogs online courses reading of literature,it
Belarus,26,For a basic understanding of the behavior of dogs online courses reading of literature,is
Belarus,26,For a basic understanding of the behavior of dogs online courses reading of literature,unpleasant
Belarus,26,For a basic understanding of the behavior of dogs online courses reading of literature,subject
Russia,19,dog Owner,She
Russia,19,dog Owner,plays
Russia,19,dog Owner,with
Russia,19,dog Owner,the
Russia,19,dog Owner,fact
Russia,19,dog Owner,that
Russia,19,dog Owner,they
Russia,19,dog Owner,gave
Russia,19,dog Owner,Put
Russia,19,dog Owner,next
Russia,19,dog Owner,to
Russia,19,dog Owner,the
Russia,19,dog Owner,ball
Russia,19,dog Owner,to
Russia,19,dog Owner,play
Russia,19,dog Owner,it
Russia,19,dog Owner,But
Russia,19,dog Owner,just
Russia,19,dog Owner,digs
Russia,19,dog Owner,the
Russia,19,dog Owner,monitor
Russia,19,dog Owner,not
Russia,19,dog Owner,the
Russia,19,dog Owner,bed
Russia,19,dog Owner,then
Russia,19,dog Owner,this
Russia,19,dog Owner,is
Russia,19,dog Owner,something
Russia,19,dog Owner,there
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,She
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,is
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,shocked
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,and
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,concerned
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,about
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,the
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,game
UKRAINE,47,For a basic understanding of the behavior of dogs online courses reading of literature,The
UKRAINE,47,For a basic understanding of the behavior of dogs online courses reading of literature,dog
UKRAINE,47,For a basic understanding of the behavior of dogs online courses reading of literature,is
UKRAINE,47,For a basic understanding of the behavior of dogs online courses reading of literature,nervous
Russia,23,dog Owner,The
Russia,23,dog Owner,dog
Russia,23,dog Owner,does
Russia,23,dog Owner,not
Russia,23,dog Owner,experience
Russia,23,dog Owner,negative
Russia,23,dog Owner,emotions
Russia,23,dog Owner,but
Russia,23,dog Owner,I
Russia,23,dog Owner,think
Russia,23,dog Owner,that
Russia,23,dog Owner,from
Russia,23,dog Owner,a
Russia,23,dog Owner,normal
Russia,23,dog Owner,game
Russia,23,dog Owner,and
Russia,23,dog Owner,host
Russia,23,dog Owner,it
Russia,23,dog Owner,kindly
Russia,23,dog Owner,communicate
Russia,23,dog Owner,emotions
Russia,23,dog Owner,would
Russia,23,dog Owner,be
Russia,23,dog Owner,positive
Russia,23,dog Owner,so
Russia,23,dog Owner,the
Russia,23,dog Owner,average
Russia,23,dog Owner,rating
Russia,40,dog Owner,He
Russia,40,dog Owner,realizes
Russia,40,dog Owner,his
Russia,40,dog Owner,instincts
Russia,13,dog Owner,breathing
Russia,13,dog Owner,heavily
Russia,13,dog Owner,turning
Russia,13,dog Owner,away
LC,16,For a basic understanding of the behavior of dogs online courses reading of literature,She
LC,16,For a basic understanding of the behavior of dogs online courses reading of literature,does
LC,16,For a basic understanding of the behavior of dogs online courses reading of literature,not
LC,16,For a basic understanding of the behavior of dogs online courses reading of literature,understand
LC,16,For a basic understanding of the behavior of dogs online courses reading of literature,that
LC,16,For a basic understanding of the behavior of dogs online courses reading of literature,he
LC,16,For a basic understanding of the behavior of dogs online courses reading of literature,can
LC,16,For a basic understanding of the behavior of dogs online courses reading of literature,not
LC,16,For a basic understanding of the behavior of dogs online courses reading of literature,physically
LC,16,For a basic understanding of the behavior of dogs online courses reading of literature,catch
Russia,34,dog Owner,answer
Russia,34,dog Owner,above
Russia,18,For a basic understanding of the behavior of dogs online courses reading of literature,Undue
Russia,18,For a basic understanding of the behavior of dogs online courses reading of literature,excitement
Russia,18,For a basic understanding of the behavior of dogs online courses reading of literature,is
Russia,18,For a basic understanding of the behavior of dogs online courses reading of literature,not
Russia,18,For a basic understanding of the behavior of dogs online courses reading of literature,good
Russia,18,For a basic understanding of the behavior of dogs online courses reading of literature,for
Russia,18,For a basic understanding of the behavior of dogs online courses reading of literature,dogs
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,because
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,that
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,is
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,what
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,makes
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,the
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,dog
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,to
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,stop
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,the
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,negative
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,and
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,it
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,is
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,better
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,than
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,to
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,have
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,a
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,dog
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,in
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,an
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,even
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,greater
Russia,14,For a basic understanding of the behavior of dogs online courses reading of literature,negative
Ukraine,41,dog Owner,She
Ukraine,41,dog Owner,likes
Ukraine,41,dog Owner,but
Ukraine,41,dog Owner,the
Ukraine,41,dog Owner,dog
Ukraine,41,dog Owner,fixated
Ukraine,41,dog Owner,on
Ukraine,41,dog Owner,process
Russia,36,The expert  professional,Positive
Russia,36,The expert  professional,for
Russia,36,The expert  professional,the
Russia,36,The expert  professional,first
Russia,36,The expert  professional,5
Russia,36,The expert  professional,minutes
Republic of Belarus,23,dog Owner,She
Republic of Belarus,23,dog Owner,likes
Russia,60,dog Owner,According
Russia,60,dog Owner,to
Russia,60,dog Owner,the
Russia,60,dog Owner,behavior
Russia,60,dog Owner,seen
Russia,32,The expert  professional,I
Russia,32,The expert  professional,do
Russia,32,The expert  professional,not
Russia,32,The expert  professional,know
Russia,32,The expert  professional,features
Russia,32,The expert  professional,of
Russia,32,The expert  professional,age
Russia,32,The expert  professional,the
Russia,32,The expert  professional,nature
Russia,32,The expert  professional,of
Russia,32,The expert  professional,the
Russia,32,The expert  professional,dog
Russia,32,The expert  professional,Given
Russia,32,The expert  professional,the
Russia,32,The expert  professional,general
Russia,32,The expert  professional,idea
Russia,32,The expert  professional,of
Russia,32,The expert  professional,??a
Russia,32,The expert  professional,poodle
Russia,32,The expert  professional,dog
Russia,32,The expert  professional,excitable
Russia,32,The expert  professional,cheerful
Russia,32,The expert  professional,we
Russia,32,The expert  professional,can
Russia,32,The expert  professional,assume
Russia,32,The expert  professional,that
Russia,32,The expert  professional,the
Russia,32,The expert  professional,dog
Russia,32,The expert  professional,is
Russia,32,The expert  professional,not
Russia,32,The expert  professional,angry
Russia,32,The expert  professional,but
Russia,32,The expert  professional,rather
Russia,32,The expert  professional,playful
Russia,32,The expert  professional,and
Russia,32,The expert  professional,positive
Russia,32,The expert  professional,emotions
Israel,55,dog Owner,The
Israel,55,dog Owner,dog
Israel,55,dog Owner,does
Israel,55,dog Owner,not
Israel,55,dog Owner,experience
Israel,55,dog Owner,positive
Israel,55,dog Owner,emotions
Israel,55,dog Owner,it
Israel,55,dog Owner,is
Israel,55,dog Owner,tense
Israel,55,dog Owner,nervous
Israel,55,dog Owner,do
Israel,55,dog Owner,not
Israel,55,dog Owner,control
Israel,55,dog Owner,themselves
Russia,24,Child vet and handler,The
Russia,24,Child vet and handler,dog
Russia,24,Child vet and handler,at
Russia,24,Child vet and handler,the
Russia,24,Child vet and handler,same
Russia,24,Child vet and handler,time
Russia,24,Child vet and handler,fun
Russia,24,Child vet and handler,but
Russia,24,Child vet and handler,at
Russia,24,Child vet and handler,the
Russia,24,Child vet and handler,same
Russia,24,Child vet and handler,time
Russia,24,Child vet and handler,she
Russia,24,Child vet and handler,does
Russia,24,Child vet and handler,not
Russia,24,Child vet and handler,understand
Russia,24,Child vet and handler,what's
Russia,24,Child vet and handler,going
Russia,24,Child vet and handler,on
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,because
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,emotions
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,do
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,not
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,look
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,too
Russia,22,For a basic understanding of the behavior of dogs online courses reading of literature,positive
RF,25,dog Owner,the
RF,25,dog Owner,inability
RF,25,dog Owner,to
RF,25,dog Owner,achieve
RF,25,dog Owner,the
RF,25,dog Owner,goal
RF,25,dog Owner,discourages
RF,25,dog Owner,leads
RF,25,dog Owner,to
RF,25,dog Owner,stress
RF,25,dog Owner,overexcitement
Russia,20,For a basic understanding of the behavior of dogs online courses reading of literature,Because
Russia,59,beginner,It's
Russia,59,beginner,interesting
Russia,59,beginner,But
Russia,59,beginner,she
Russia,59,beginner,is
Russia,59,beginner,very
Russia,59,beginner,excited
Russia,59,beginner,Like
Russia,59,beginner,dependent
Russia,59,beginner,again
Russia,59,beginner,and
Russia,59,beginner,again
Russia,59,beginner,returns
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,It
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,seems
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,that
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,what
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,is
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,happening
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,to
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,the
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,dog
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,-
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,a
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,negative
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,stress
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,It
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,seems
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,to
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,me
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,like
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,a
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,dog
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,I
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,do
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,not
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,see
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,the
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,interest
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,it
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,is
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,not
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,very
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,interesting
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,in
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,my
Israel,28,For a basic understanding of the behavior of dogs online courses reading of literature,opinion
Ukraine,28,For a basic understanding of the behavior of dogs online courses reading of literature,dog
Ukraine,28,For a basic understanding of the behavior of dogs online courses reading of literature,interested
Ukraine,28,For a basic understanding of the behavior of dogs online courses reading of literature,game
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,She
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,is
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,very
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,happy
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,that
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,he
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,could
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,not
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,get
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,the
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,thing
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,out
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,of
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,the
Russia,28,For a basic understanding of the behavior of dogs online courses reading of literature,tablet
